typeofcrop,geometry
Paddy,POINT (78.7448618333333 18.118261666666676)
Paddy,POINT (78.74397875000003 18.131026)
Paddy,POINT (78.74336391666668 18.136084249999993)
Paddy,POINT (78.7714245833333 18.14354183333334)
Paddy,POINT (78.78033941666664 18.14304883333334)
Paddy,POINT (78.79412275000001 18.137922666666668)
Paddy,POINT (79.023030395 18.08597991)
Paddy,POINT (79.01045335999996 18.08026999999999)
Paddy,POINT (79.00936946499999 18.07615798999999)
Paddy,POINT (79.04654833333333 17.943840916666666)
Paddy,POINT (79.01398912499997 18.07215157500001)
Paddy,POINT (79.02002803999997 18.07186678499999)
Paddy,POINT (79.02892068500003 18.066720844999995)
Paddy,POINT (79.03975774999996 17.942762666666674)
Paddy,POINT (79.02612100999998 18.048203194999996)
Paddy,POINT (79.02972341666668 17.94188041666667)
Paddy,POINT (79.02977533333335 17.941800333333333)
Paddy,POINT (79.01237074999999 17.940787333333333)
Paddy,POINT (79.02228529500003 18.034992000000003)
Paddy,POINT (79.00684225 17.936333249999997)
Paddy,POINT (79.00739645000003 18.03276850000001)
Paddy,POINT (78.99783816666665 17.93213016666666)
Paddy,POINT (79.00837701499998 18.027155965)
Paddy,POINT (79.005277415 18.009998414999995)
Paddy,POINT (78.98782191666665 17.92936158333334)
Paddy,POINT (79.00155691 18.00406174)
Paddy,POINT (78.97978933333336 17.928945083333335)
Paddy,POINT (79.00155446000002 18.004058939999997)
Paddy,POINT (78.9740855 17.924710916666665)
Paddy,POINT (78.97162749000002 18.006579709999997)
Paddy,POINT (78.95972566666666 17.87193366666667)
Paddy,POINT (78.95699691666665 17.863357750000006)
Paddy,POINT (78.964841715 18.016640029999998)
Paddy,POINT (78.9557940833333 17.857818083333335)
Paddy,POINT (78.96617876500001 18.026225474999997)
Paddy,POINT (78.9516340833333 17.85196433333334)
Paddy,POINT (78.95163675 17.851963333333337)
Paddy,POINT (78.97066726 18.03330214)
Paddy,POINT (78.97561471500003 18.040808195000004)
Paddy,POINT (78.92041616666668 17.842911250000007)
Paddy,POINT (78.92044891666666 17.842893333333336)
Paddy,POINT (78.91354608333333 17.844371166666672)
Paddy,POINT (78.97915719000002 18.062618504999996)
Paddy,POINT (78.90006508333336 17.857514749999993)
Paddy,POINT (78.97963698499996 18.072344965000006)
Paddy,POINT (78.89508933333333 17.860317000000002)
Paddy,POINT (78.97499610000003 18.077828595000003)
Paddy,POINT (78.88027175000003 17.866433749999995)
Paddy,POINT (78.87429124999998 17.867343416666667)
Paddy,POINT (78.86918066666667 17.870581500000007)
Paddy,POINT (78.8691681666667 17.870569833333327)
Paddy,POINT (78.87179316666665 17.875318416666662)
Paddy,POINT (78.962293265 18.073705030000003)
Paddy,POINT (78.87597174999995 17.879603583333328)
Paddy,POINT (78.94728122999999 18.074396734999997)
Paddy,POINT (78.35416767500001 18.223775305)
Paddy,POINT (78.94728080500003 18.074401679999994)
Paddy,POINT (78.87748266666668 17.89831833333334)
Paddy,POINT (78.93804882499998 18.066432985000006)
Paddy,POINT (78.87293966666667 17.904819666666665)
Paddy,POINT (78.92062451000001 18.055344729999995)
Paddy,POINT (78.87636416666668 17.912206416666674)
Paddy,POINT (78.34949039000001 18.219422095000006)
Paddy,POINT (78.88645283333331 17.918999916666664)
Paddy,POINT (78.91455864000002 18.038005870000006)
Paddy,POINT (78.89086775000004 17.927240749999996)
Paddy,POINT (78.91272953499998 18.017845880000003)
Paddy,POINT (78.89091791666671 17.927281416666663)
Paddy,POINT (78.91272509999996 18.017835685)
Paddy,POINT (78.94208478499998 18.015874464999996)
Paddy,POINT (78.91418241666665 17.93324991666666)
Paddy,POINT (78.92049700000004 17.934094083333335)
Paddy,POINT (78.96014650999999 18.009836600000007)
Paddy,POINT (78.93303475000002 17.9358915)
Paddy,POINT (79.00469673 17.999407745)
Paddy,POINT (78.93303158333336 17.93591241666667)
Paddy,POINT (78.93957025 17.94308408333334)
Paddy,POINT (79.027916285 17.99881913)
Paddy,POINT (79.02791278000001 17.998820880000004)
Paddy,POINT (79.04337974500001 18.01911701)
Paddy,POINT (79.073926615 18.014081984999997)
Paddy,POINT (78.29944177999997 18.372186065)
Paddy,POINT (78.29919899999999 18.432899585)
Paddy,POINT (78.27948633 18.41766993)
Paddy,POINT (78.278132015 18.414970805)
Paddy,POINT (78.26024234500001 18.41446532500001)
Paddy,POINT (78.95453508333335 17.917705333333338)
Paddy,POINT (78.94522449999998 17.912701749999997)
Paddy,POINT (78.93394208333336 17.904833749999998)
Paddy,POINT (78.93392541666665 17.90484858333334)
Paddy,POINT (78.92523499999999 17.901800166666664)
Paddy,POINT (78.91775375000003 17.896837500000004)
Paddy,POINT (78.91189374999999 17.890126666666667)
Paddy,POINT (78.90622433333331 17.88476233333334)
Paddy,POINT (78.89521816666667 17.872445833333337)
Paddy,POINT (78.89523000000003 17.872431750000004)
Paddy,POINT (78.88049325 17.857056166666663)
Paddy,POINT (78.87462324999996 17.854945666666662)
Paddy,POINT (78.85143024999995 17.843448416666668)
Paddy,POINT (78.8453039166667 17.823430249999994)
Paddy,POINT (78.84538808333333 17.823459833333338)
Paddy,POINT (78.82597666666665 17.815043416666665)
Paddy,POINT (78.81605274999995 17.795956749999995)
Paddy,POINT (78.8161545 17.795913999999993)
Paddy,POINT (78.7782278333333 17.79503516666666)
Paddy,POINT (78.77426199999998 17.808697499999994)
Paddy,POINT (78.76891900000003 17.816114166666665)
Paddy,POINT (78.76890916666663 17.816134249999994)
Paddy,POINT (78.74418241666667 17.80722975000001)
Paddy,POINT (78.74006900000002 17.81113683333333)
Paddy,POINT (78.73600616666666 17.817954666666658)
Paddy,POINT (78.7360459166667 17.817973166666665)
Paddy,POINT (78.71779374999998 17.825711833333337)
Paddy,POINT (78.73067608333332 17.857743583333338)
Paddy,POINT (78.748425 17.863501416666665)
Paddy,POINT (78.74842724999996 17.863495250000003)
Paddy,POINT (78.76659316666667 17.870223333333335)
Paddy,POINT (78.77307666666664 17.87639341666667)
Paddy,POINT (78.78528633333336 17.872747916666675)
Paddy,POINT (78.79582258333336 17.871184833333338)
Paddy,POINT (78.81124441666668 17.868772999999997)
Paddy,POINT (78.81123308333329 17.86880641666667)
Paddy,POINT (78.82744683333333 17.864088166666665)
Paddy,POINT (79.09681916666669 17.99787791666667)
Paddy,POINT (79.09129541666663 18.000953333333328)
Paddy,POINT (79.09127874999999 18.00095866666667)
Paddy,POINT (79.07875599999997 18.007184249999995)
Paddy,POINT (79.07872941666669 18.00001516666667)
Paddy,POINT (79.0787375833333 18.000013083333336)
Paddy,POINT (79.07906308333335 17.994826416666662)
Paddy,POINT (79.08632233333333 17.97849816666667)
Paddy,POINT (79.08391516666669 17.97412825)
BORO PADDY,POINT (88.46304626 22.50840219)
Boro Paddy,POINT (88.46324760000002 22.509142379999993)
Boro Paddy,POINT (88.47484096999997 22.515434050000003)
Boro paddy,POINT (88.473777565 22.51573039)
Boro Paddy,POINT (88.47348487500001 22.51500309)
Boro paddy,POINT (88.53838437499999 22.509770285)
Boro Paddy,POINT (88.53901464499998 22.510308000000002)
Boro Paddy,POINT (88.53904767 22.510653115)
Boro Paddy,POINT (88.53855331000003 22.51084057)
Boro paddy,POINT (88.60670554 22.483852749999997)
Boro paddy,POINT (88.60688861499999 22.484015754999994)
Boro paddy,POINT (88.60412331 22.475168065)
Boro paddy,POINT (88.604176755 22.475604715000003)
Boro paddy,POINT (88.60489055000002 22.47414304)
Boro paddy,POINT (88.60599167500001 22.47405475)
Boro paddy,POINT (88.60655059000001 22.474225629999996)
Boro paddy,POINT (88.62512032499998 22.439015129999994)
Boro paddy,POINT (88.62580516000003 22.439227094999996)
Boro paddy,POINT (88.63050013000002 22.432245645000002)
Boro paddy,POINT (88.63134094000002 22.431716480000002)
Boro paddy,POINT (88.64900202499999 22.43086165)
Boro paddy,POINT (88.64855877 22.431490735)
Boro Paddy,POINT (88.11505674000001 22.565809155000004)
Boro Paddy,POINT (88.115238805 22.566001330000002)
Boro Paddy,POINT (88.11519783 22.566414984999998)
Boro paddy,POINT (88.091269325 22.561171505)
Boro paddy,POINT (88.091042125 22.560521464999997)
Boro Paddy,POINT (88.091868095 22.560586434999998)
Boro Paddy,POINT (88.09165999500001 22.56023151)
Boro Paddy,POINT (88.065357575 22.564340204999997)
Boro paddy,POINT (88.06470209499999 22.56455278)
Boro paddy,POINT (88.05356104500001 22.565588215)
Boro Paddy,POINT (88.053462365 22.565644215)
Boro Paddy,POINT (88.05350736 22.565740740000003)
Boro Paddy,POINT (88.05335948999999 22.56681196)
Boro Paddy,POINT (88.05345419499997 22.567158505)
Boro Paddy,POINT (88.05345800500001 22.56732204)
Boro Paddy,POINT (88.05301856 22.566899905)
Boro Paddy,POINT (88.05293684000003 22.567054195000004)
Boro Paddy,POINT (88.05313935499998 22.566271115)
Boro Paddy,POINT (87.90552721999998 23.237866380000007)
Boro Paddy,POINT (87.94865208499999 23.244602765000003)
Boro Paddy,POINT (87.95786564500001 22.552037310000006)
Boro paddy,POINT (87.95768392 22.551440825)
Boro Paddy,POINT (87.98318999 23.265211835)
Boro Paddy,POINT (87.95749821 22.55094854)
Boro Paddy,POINT (87.95834653499998 22.551476545)
Boro Paddy,POINT (88.00106998 23.294563644999993)
Boro Paddy,POINT (88.03748763500002 23.308504705)
Boro Paddy,POINT (88.03950969999997 23.349163440000005)
Boro Paddy,POINT (88.03957328999999 23.348850775)
Boro paddy,POINT (87.83591042999998 22.319550874999997)
Boro paddy,POINT (87.79819423000001 22.337666544999998)
Boro paddy,POINT (87.698847225 22.398353640000003)
Boro Paddy,POINT (87.67029742500003 22.405364834999993)
Boro paddy,POINT (87.60321990499999 22.393775134999995)
Boro Paddy,POINT (87.53876125000002 22.39636934)
Boro Paddy,POINT (87.48400187000001 22.39704714)
Boro paddy,POINT (87.39663508500001 22.379551150000005)
Boro Paddy,POINT (87.39354292499999 22.360038159999995)
Boro Paddy,POINT (87.40671277499999 22.337898)
Boro Paddy,POINT (87.43104378 22.313425020000004)
Boro paddy,POINT (87.43038919500005 22.313732179999995)
Boro paddy,POINT (87.53013452500001 22.280191869999996)
Boro Paddy,POINT (87.55658434 22.33085044)
Boro paddy,POINT (87.55651203 22.330817129999993)
Boro Paddy,POINT (87.29500298999997 22.35700761)
Boro paddy,POINT (87.03601848000002 22.349456975)
Rabi Rice,POINT (89.1207334375 26.544278310999992)
Rabi Rice,POINT (89.123110131 26.541483010499995)
Rabi Rice,POINT (89.13550554150001 26.540738807000004)
Rabi Rice,POINT (89.125129683 26.530550966)
Rabi Rice,POINT (89.14743277349999 26.536483482500007)
Boro Paddy,POINT (86.94712635 22.437878789999996)
Boro Paddy,POINT (86.94717964999998 22.438623049999997)
Rabi Rice,POINT (89.13916944550002 26.557831260000007)
Rabi Rice,POINT (89.145526934 26.558097287)
Boro Paddy,POINT (88.59252231500001 22.698569720000002)
Boro paddy,POINT (88.592937245 22.698449935)
Boro paddy,POINT (88.60210802999998 22.697638055000006)
Boro Paddy,POINT (88.61650266 22.698380785)
Boro Paddy,POINT (88.617970675 22.69788904)
Boro Paddy,POINT (88.61795621499999 22.69785510500001)
Boro Paddy,POINT (88.62655954499998 22.699634935)
BoroPaddy,POINT (88.62675561 22.699600610000008)
Boro Paddy,POINT (86.89377984500001 22.448953405000005)
Rabi Rice,POINT (89.44147044050001 26.476340744999998)
Boro Paddy,POINT (86.875737165 22.357323174999998)
Boro  Pafdy,POINT (88.647181485 22.782519205000003)
Boro Paddy,POINT (88.64715624499999 22.782691945000003)
Boro Paddy,POINT (86.885236735 22.317447550000004)
Boro Paddy,POINT (88.64736217000001 22.782154395)
Boro Paddy,POINT (86.88554337499997 22.317381780000005)
Rabi Rice,POINT (89.56068095100002 26.469637142000003)
Boro Paddy,POINT (88.64772071999998 22.782200705)
Rabi Rice,POINT (89.57214422499999 26.4691892425)
Rabi Rice,POINT (89.597883686 26.4589639755)
Rabi Rice,POINT (89.613930347 26.4506147895)
Rabi Rice,POINT (89.65087385349997 26.443141375999993)
Boro Pasdy,POINT (86.99471759500001 22.322205935)
Rabi Rice,POINT (89.673641387 26.441288094000004)
Rabi Rice,POINT (89.710753198 26.448475426999998)
Boro Paddy,POINT (86.99446623000001 22.322173944999996)
Boro Paddy,POINT (87.20225364000001 22.392319570000005)
Boro paddy,POINT (88.72529267000002 22.9018039)
Boro paddy,POINT (88.72502381499999 22.901697055)
Boro Paddy,POINT (88.72473577000002 22.901679765000004)
Rabi Rice,POINT (89.74117205999997 26.488352244999998)
Boro Paddy,POINT (88.72387423 22.903782264999997)
Boro Paddy,POINT (88.72332809000001 22.90394347)
Boro  Paddy,POINT (88.72330529000001 22.90394250999999)
Boro Paddy,POINT (87.17483679 22.376904275)
Rabi Rice,POINT (89.7519424695 26.515454563)
Rabi Rice,POINT (89.76875641550001 26.524223574999997)
Rabi Rice,POINT (89.770907403 26.530717199499996)
Rabi Rice,POINT (89.67170591700001 26.489278441)
Boro Paddy,POINT (88.602474535 22.79991435)
BORO PADDY,POINT (88.60258186500002 22.80025106)
Boro Paddy,POINT (88.60331677500001 22.800160245000004)
Rabi Rice,POINT (89.60223712500002 26.48830056)
Boro Paddy,POINT (88.603330165 22.800327369999998)
BORO PADDY,POINT (88.6030795 22.800373274999995)
Rabi Rice,POINT (89.58790446100001 26.524680086)
Boro Paddy,POINT (87.762285335 22.414618429999997)
Boro Paddy,POINT (87.82637377500002 22.434555405000005)
Boro Paddy,POINT (87.81506691000001 22.446180804999997)
Boro Paddy,POINT (87.815073 22.446274280000004)
Boro Paddy,POINT (87.75311070999999 22.453121675000002)
Rabi Rice,POINT (88.207531575 24.047734055000003)
Rabi Rice,POINT (88.18261144500002 24.013257310000004)
Rabi Rice,POINT (88.15555943999999 24.01954127)
Rabi Rice,POINT (88.11588035499997 24.03413898499999)
Boro Paddy,POINT (87.883550315 22.381381429999998)
Rabi Rice,POINT (88.09205628499998 23.998512055000003)
Rabi Rice,POINT (88.12008946999998 23.973525224999996)
Rabi Rice,POINT (87.99684920500003 23.933526989999997)
Rabi Rice,POINT (87.98019065000001 23.909755599999997)
Rabi Rice,POINT (87.94618511500002 23.899981554999997)
Rabi Rice,POINT (87.90867481000001 23.884472380000002)
Rabi Rice,POINT (87.864075875 23.881759365)
Rabi Rice,POINT (87.87016116500001 23.896017205000003)
Rabi Rice,POINT (87.91092624000001 23.896895155000003)
Rabi Rice,POINT (87.95430898 23.906457569999997)
Rabi Rice,POINT (87.95684381000002 23.947777965000007)
Rabi Rice,POINT (87.970580845 24.006151080000002)
Rabi Rice,POINT (87.9803686 24.051812589999997)
Rabi Rice,POINT (87.98979819999998 24.09471233)
Rabi Rice,POINT (88.00968017 24.124131375)
Rabi Rice,POINT (88.04809286500002 24.10450003)
Rabi Rice,POINT (88.086359525 24.07972186)
Rabi Rice,POINT (88.13318369499997 24.082033215000003)
Rabi Rice,POINT (88.1311243 25.58451793)
Rabi Rice,POINT (88.15222108499998 25.541786314999996)
Rabi Rice,POINT (88.170022795 25.49983453500001)
Rabi Rice,POINT (88.17702796500002 25.443586199999995)
Rabi Rice,POINT (88.169472685 25.403527085)
Rabi Rice,POINT (88.16208670999998 25.359290660000003)
Rabi Rice,POINT (88.16230807999997 25.30543391000001)
Rabi Rice,POINT (88.12877085500001 25.309753755000003)
Rabi Rice,POINT (88.13501660000001 25.357926709999994)
Rabi Rice,POINT (88.14637054499998 25.379975)
Rabi Rice,POINT (88.14924719500002 25.439094114999996)
Rabi Rice,POINT (88.10335155500002 25.44109931500001)
Rabi Rice,POINT (88.08051161 25.471583524999996)
Rabi Rice,POINT (88.08915329999999 25.486859349999996)
Rabi Rice,POINT (88.11153028999999 25.52776461)
Rabi Rice,POINT (88.091890245 25.5556233)
Rabi Rice,POINT (88.06081554 25.5644522)
Rabi Rice,POINT (88.10124302999999 25.589560835)
Rabi Rice,POINT (88.08135086500002 25.667583890000003)
Rabi Rice,POINT (88.05048116499998 25.696775779999996)
Rabi Rice,POINT (88.01883554000001 25.71730477499999)
Rabi Rice,POINT (87.97971751500002 25.74218221)
Rabi Rice,POINT (87.94723490999999 25.77167646)
Rabi Rice,POINT (87.91137826500001 25.806816320000006)
Rabi Rice,POINT (88.754073035 25.23208562)
Rabi Rice,POINT (88.72383959999999 25.265140015)
Rabi Rice,POINT (88.67723315999999 25.32894531)
Rabi Rice,POINT (88.61136175000001 25.363423555000004)
Rabi Rice,POINT (88.560414605 25.398062514999996)
Rabi Rice,POINT (88.50097747499998 25.407862900000005)
Rabi Rice,POINT (88.46448163000001 25.407074440000002)
Rabi Rice,POINT (88.42279439500001 25.399116)
Rabi Rice,POINT (88.43282131000002 25.438928734999994)
Rabi Rice,POINT (88.450724365 25.47957342)
Rabi Rice,POINT (88.47377006 25.509932810000002)
Rabi Rice,POINT (88.48279063 25.550404845000003)
Rabi Rice,POINT (88.50402066999997 25.50162049)
Rabi Rice,POINT (88.498050205 25.471331619999997)
Rabi Rice,POINT (88.50911347999998 25.43577305)
Boro paddy,POINT (87.97169292000001 21.91565573)
Rabi Rice,POINT (88.607443805 25.446861655)
Rabi Rice,POINT (88.65902469 25.46515692000001)
Rabi Rice,POINT (88.71672957999999 25.447643245000005)
Rabi Rice,POINT (88.74564566500001 25.4179064)
Rabi Rice,POINT (88.759270385 25.379937884999997)
Rabi Rice,POINT (88.766184075 25.326308330000003)
Rabi Rice,POINT (88.73234748000002 25.28935292)
Rabi Rice,POINT (88.74899400000001 25.271174825)
Rabi Rice,POINT (88.74163687500001 25.253709065000002)
Rabi Rice,POINT (88.04333646799999 25.033921692)
Rabi Rice,POINT (87.99826954049998 25.091962214)
Rabi Rice,POINT (87.99729199200002 25.121832270499997)
Rabi Rice,POINT (87.93018055850001 25.188800880499997)
Rabi Rice,POINT (87.92441302750001 25.206177347)
Rabi Rice,POINT (87.8816577225 25.283540416500003)
Rabi Rice,POINT (87.88866625400001 25.293303926499995)
Rabi Rice,POINT (87.905897035 25.3219279535)
Rabi Rice,POINT (87.9180815805 25.338620839000008)
Rabi Rice,POINT (87.9152680965 25.3784909255)
Rabi Rice,POINT (87.9086814025 25.428014015000002)
Rabi Rice,POINT (87.90731740200002 25.4526948995)
Rabi Rice,POINT (87.9256797915 25.439747158500005)
Rabi Rice,POINT (87.9571568985 25.425907159499996)
Rabi Rice,POINT (87.98803391650002 25.40451426000001)
Rabi Rice,POINT (88.01351904100001 25.367251317999994)
Rabi Rice,POINT (88.017248233 25.3413431045)
Rabi Rice,POINT (88.01605437650001 25.287613287999996)
Rabi Rice,POINT (88.0534383285 25.250658659)
Rabi Rice,POINT (88.11087917699999 25.243346284000005)
Rabi Rice,POINT (88.26955631199999 25.182364144999998)
Rabi Rice,POINT (88.2821124475 25.179543289)
Rabi Rice,POINT (88.31194782650002 25.175373481499996)
Rabi Rice,POINT (88.30340008400002 25.040373973999998)
Rabi Rice,POINT (88.23584717699998 24.963586512)
Boro paddy,POINT (87.95857886000002 21.965759539999997)
Boro paddy,POINT (87.75345391499997 23.65085785)
Boro paddy,POINT (87.83529444000003 23.603347885)
Boro paddy,POINT (87.900327215 23.552674404999998)
Boro paddy,POINT (87.92837675500002 23.62368217)
Boro paddy,POINT (87.93911441000003 23.713248134999997)
Boro paddy,POINT (87.90872973 23.759635355000004)
Boro paddy,POINT (87.82849582999997 23.79814005500001)
Boro paddy,POINT (87.74833999000005 23.84161307)
Boro paddy,POINT (87.73783484999998 23.921128075)
Boro paddy,POINT (87.65340968000001 23.932581595000006)
Boro paddy,POINT (87.61223492 23.884535555000006)
Boro paddy,POINT (87.59585021500001 23.832199569999993)
Boro paddy,POINT (87.60463915 23.763108170000002)
Boro paddy,POINT (87.643703165 23.692531550000012)
Boro paddy,POINT (88.06023708 23.150395355)
Boro paddy,POINT (88.03562139000003 23.119107885)
Boro paddy,POINT (88.00629138499997 23.087735450000004)
Boro paddy,POINT (87.98545851000003 23.052232229999998)
Boro paddy,POINT (88.004457615 22.997711824999996)
Boro paddy,POINT (88.03409276 22.993102610000005)
Boro paddy,POINT (88.05198536000002 23.035245940000003)
Boro paddy,POINT (88.07730167000003 23.076506769999995)
Boro paddy,POINT (88.11179391 23.098677064999997)
Boro paddy,POINT (88.14051424500002 23.11629187999999)
Boro paddy,POINT (88.17520035999998 23.15937474999999)
Boro paddy,POINT (88.20133507500003 23.207621655000004)
Boro paddy,POINT (88.14687607500002 23.2115516)
Boro paddy,POINT (88.11417484999998 23.185328369999993)
Boro paddy,POINT (88.199429575 23.129909304999998)
Boro paddy,POINT (88.23048796999998 23.149528265)
Boro paddy,POINT (88.274927815 23.171201425)
Boro paddy,POINT (88.315431555 23.193028469999994)
Boro paddy,POINT (88.295056125 23.149719904999998)
Boro paddy,POINT (88.29597999500004 23.108499979999994)
Boro paddy,POINT (88.30630560499999 23.061295495000003)
Boro paddy,POINT (88.35085834499999 23.023261405)
Boro paddy,POINT (88.35827601999998 22.98997701)
Boro paddy,POINT (88.31185422 22.995777044999997)
Boro paddy,POINT (88.264550315 22.99346269)
Boro paddy,POINT (88.20171196 23.025196225000006)
Boro paddy,POINT (88.142077535 23.03084628)
Boro paddy,POINT (88.17717605499998 23.068738484999997)
Boro paddy,POINT (88.19347317000003 23.107346075000006)
Boro paddy,POINT (88.23408565000003 23.09606186)
Boro paddy,POINT (88.21910848499996 23.065705579999996)
Boro paddy,POINT (88.37838079999999 23.381588904999997)
Boro paddy,POINT (88.42172602499998 23.380602670000002)
Boro paddy,POINT (88.46659218500001 23.397549919999996)
Boro paddy,POINT (88.46047950999998 23.44822495)
Boropaddy,POINT (88.44983167500001 23.51422832500001)
Boro paddy,POINT (88.422596595 23.554308785)
Boro paddy,POINT (88.35959357499996 23.627359285000004)
Boro paddy,POINT (88.32475651500002 23.65883134)
Boro paddy,POINT (88.29573931500002 23.708822800000004)
Boro paddy,POINT (88.29426383 23.757657750000003)
Boro paddy,POINT (88.268885445 23.804799940000002)
Boro paddy,POINT (88.31348672999995 23.778724995000008)
Boro paddy,POINT (88.35695985000004 23.78565545)
Boro paddy,POINT (88.42174799000003 23.791425380000003)
Boro paddy,POINT (88.46584402 23.794852045000003)
Boro paddy,POINT (88.53570075 23.805626840000006)
Boro paddy,POINT (88.54272959000004 23.74529522)
Boro paddy,POINT (88.52738633000001 23.682741730000004)
Boro paddy,POINT (88.52985376000001 23.63979380499999)
Boro paddy,POINT (88.52244650000003 23.585973405)
